Data;Cidade;Localidade;Tipo de Ação;Pauta;Tratativa;Origem;Área Temática;MicroCategoria;Público Alvo;Status;"Data do Atendimento
(se atendida)"
24/10/2024;Betim;Assentamento 02 De Julho;Reunião comunidade presencial ;Reunião para alinhamento sobre a montagem dos canteiros de obras e áreas de estoque de materiais para execução da manutenção de via.;Reunião realizada com os proprietários dos lotes 03,30,38,39,44,45 e 49, para alinhamento sobre a montagem dos canteiros de obras e áreas de estoque de materiais durante as obras de manutenções.;Solicitação Comunidade ;Obras;Obras - outros;Comunidade em Geral;Atendida;
28/10/2024;Brumadinho;Pastorinhas;Atendimento individual presencial ;O Sr, V solicitou reforma na cerca que divide o seu terreno e terreno da Vale, pois alguém cortou a cerca e o gado está passando para o terreno da Vale. ;Foi informado para a Caata e a equipe fez uma visita para o Sr. V e a cerca foi arrumada. ;Solicitação Comunidade ;Obras;Cercamento para animais produtivos;Comunidade em Geral;Atendida;
21/08/2024;Brumadinho;Tejuco;Distribuição de material informativo ;Líderes comunitários e moradores solicitam que sempre que a Vale fizer qualquer tipo de intervenção na comunidade que os mesmos sejam informados.;Informativo enviado para os moradores de Tejuco  informando que o trânsito será controlado com pare e siga para segurança durante uma intervenção no poço C01;Solicitação Comunidade ;Segurança;Impacto no tráfego de pessoas e veículos;Comunidade em Geral;Atendida;
21/08/2024;Brumadinho;Tejuco;Distribuição de material informativo ;Líderes comunitários e moradores solicitam que sempre que a Vale fizer qualquer tipo de intervenção na comunidade que os mesmos sejam informados.;Informativo enviado para os moradores de Monte Cristo  informando que o trânsito será controlado com pare e siga para segurança durante uma intervenção no poço C01;Solicitação Comunidade ;Segurança;Impacto no tráfego de pessoas e veículos;Comunidade em Geral;Atendida;
19/02/2024;Mário Campos;Parque Da Cachoeira;Atendimento individual presencial ;Alinhamentos referente a incômodos com máquinas terceiras Vale. ;Solicitação da moradora para diálgo com marido para alinhar mitigação dos incomodos causados por movimentação de máquinas pesadas nas proximidades da moradia dos solicitantes. ;Solicitação Comunidade ;Atuação de Terceirizadas;Impacto no tráfego de pessoas e veículos;Comunidade em Geral;Atendida;Atendida
26/11/2024;Esmeraldas;São José;Atendimento individual presencial ;Inicio das obras de manutenção do mata-burro;Manutenção realizada. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;
25/04/2024;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ;Reclama do trânsito das máquinas de manutenção de via na comunidade. ;Foi informada que o maquinário só ira cercular na comunidade para execução do serviço, e que no caso do rolo campactador não utilizamos ele ligado. ;Solicitação Comunidade ;Outros;Impacto no tráfego de pessoas e veículos;Lideranças;Respondida;25/04/2024
06/01/2025;Brumadinho;Parque Da Cachoeira;Reunião comunidade presencial ;Diálogo referente a questões das obras: Centro de Convivência e reforma da associação ACOPAPA.;Reunião com a presidente da associação de moradores, para alinhamentos dos possíveis temas que podem ser discutidos na reunião com a comunidade.;Solicitação Comunidade ;Obras;Obras - outros;Lideranças;Não se aplica;06/01/2025
27/01/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Solicitação de reparação das obras da rua São Judas Tadeu ;Realizada tratativas com a equipe da engenharia de obras.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Atendida;27/01/2025
07/05/2024;Brumadinho;Regina Célia;Atendimento individual virtual ou por telefone ;Interface com moradora do bairro Regina Célia para programação de visita domiciliar, conforme abertura de protocolo de reclamação do tráfego veicular na região.;Interface com moradora do bairro Regina Célia para programação de visita domiciliar, conforme abertura de protocolo de reclamação do tráfego veicular na região. Confirmada a programação de encontro entre a equipe de RCs e a moradora para o dia 07/05/24.;Solicitação Comunidade ;Outros;Impacto no tráfego de pessoas e veículos;Comunidade em Geral;Respondida;07/05/2024
05/02/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Manutenção viária das ruas da comunidade. ;Em atendimento a solicitação da presidente da associação de apoio com maquinário para efetivar manutenção em uma via da comunidade.;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Respondida;05/02/2025
11/02/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Infra viária ;Solicita informação referente a realização de apoio com infra de manutenção viária em via da comununidade. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Comunidade em Geral;Atendida;11/02/2025
13/02/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Manutenção viária das ruas da comunidade. ;Em atendimento a solicitação de apoio com maquinário para efetivar manutenção de via da comunidade, que foi iniciada pela prefeitura. ;Solicitação Comunidade ;Obras;Obras - estradas e vias;Lideranças;Atendida;13/02/2025
12/03/2025;Brumadinho;Conceição De Itaguá;Reunião liderança presencial ;Reunião com Superficiario da Adutora para alinhamentos sobre as tratativas referentes as demandas da sua propriedade e a indicação do advogado para dar entrada no processo de Indenização Extrajudicial ;As tratativas referentes às demandas trazidas pelo Superficiario serão analisadas internamente pela equipe de obras e o advogado apresentado será contactado pelo escritório de advogados da Vale para dar início ao processo de indenização extrajudicial ;Solicitação Comunidade ;Obras;Outros;Lideranças;Atendida;12/03/2025
14/11/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Incômodos da obra de captação da adutora da Copasa.;Interface com a equipe de implantação de obras para tratar a situação apresentada pela Pousada Alta Vista, que reclama referente a trânsito excessivo de caminhões na porta do estabelecimento e também do barro deixado por estes. ;Solicitação Comunidade ;Obras;Impacto no tráfego de pessoas e veículos;Comunidade em Geral;Atendida;
27/03/2024;Esmeraldas;Taquaras;Atendimento individual presencial ;Moradora reclama de danos na propriedade  desde 2022 devido circulação de maquinário para  manutenção de via. ;Foi esclarecido a moradora que  durante a realização de manutenção não utilizamos maquinário que possam abalar a estrutura do imóvel. ;Solicitação Comunidade ;Obras;Impacto de odor, ruído, tráfego ou vibração;Comunidade em Geral;Respondida;15/05/2024
25/03/2024;Esmeraldas;Bambus;Atendimento individual presencial ;Visita para verificação de melhorias a serem realizadas na propriedade, devido acesso das prestadoras de serviçoda Vale no local. ;Serviço está previsto para iniciar em Abril. ;Solicitação Comunidade ;Outros;Obras - outros;Comunidade em Geral;Em atendimento;09/05/2024
03/04/2024;Brumadinho;Salgado Filho;Atendimento individual virtual ou por telefone ;Contato realizado pela stakeholder na qual informa que realizou contato com o canal 0800 da Vale para solicitar alteração da programação de transporte pós-consulta médica, entretanto informa que recebeu a negativa.;Contato realizado pela stakeholder na qual informa que realizou contato com o canal 0800 da Vale para solicitar alteração da programação de transporte pós-consulta médica, entretanto informa que recebeu a negativa. Realizado o acolhimento da demanda da stakeholder e feita mediação junto à equipe de transporte para discutir a possibilidade de adiantamento do atendimento de transporte, conforme solicitação da stakeholder.;Solicitação Comunidade ;Outros;Programação de transporte;Comunidade em Geral;Atendida;03/04/2024
29/05/2024;Brumadinho;Ponte Das Almorreimas;Atendimento individual presencial ;Atividades em propriedade vizinha a dos indigenas Pataxós Hã Hã Hãe;Foi realizada visita ao proprietário de propriedade vizinha a dos indigenas Pataxós Hã Hã Hãe, onde este quis informar aos analistas de PICT uma ação que precisará executar em uma lagoa, que também é de uso dos indígenas, para desobstrução da passagem d'água que vai ao moinho.;Solicitação Comunidade ;Outros;Obras - outros;Comunidade em Geral;Atendida;29/05/2024
13/01/2025;Brumadinho;Parque Da Cachoeira;Atendimento individual presencial ;Acolhimento de demanda manutenção das instalaões do PSF, obra realizada e entregue pela Vale. ;Visita com equipe de obras para mapeamento das áreas que precisam da manutenção. ;Solicitação Comunidade ;Outros;Obras - outros;Comunidade em Geral;Não se aplica;13/01/2025
29/02/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de umectação nas vias.;Encaminhado para a área responsável;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;Atendida
20/03/2024;Brumadinho;Conceição De Itaguá;Atendimento individual presencial ;Acolhimento de demanda em função de impactos da obra da adutora da Copasa executada pela Vale no território. Moradores reclamam que tem excesso de poeira nas residências por conta da obra.;Encaminhado para acompanhamento e tratativa da equipe de implantação de obras.;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;03/05/2024
23/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Reclamação de morador sobre a poeira;Encaminhado para a área responsável;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;
16/05/2024;Esmeraldas;Vista Alegre;Atendimento individual virtual ou por telefone ;Reclama da velocidade que os caminhões- pipas estão circulando na comunidade nas ruas de terra, devido ao tempo seco  essa situação tem causado muita poeira e há muitas pessoas idosas e alérgicas. ;Reclamação encaminhada para o responsável pela empresa. ;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;16/05/2024
25/06/2024;Mário Campos;Adutora 2;Atendimento individual presencial ;Visita em campo para avaliar reclamação de moradores quanto ao trânsito de veículos na Rua Adutora 2.;Recebemos reclamação dos moradores da Rua Adutora 2, em razão da poeira gerada pelas caminhonetes que estão a serviço da UMISAN em atividade de sondagem no Rio Paraopeba. A RC conversou com alguns moradores e informou que a atividade já havia finalizado, ficando combinado que sempre que houver necessidade de acesso com maior fluxo no local, será articulado umectação para região;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;25/06/2024
10/07/2024;Fortuna De Minas;Três Barras;Reunião comunidade presencial ;Poeira;Realizado reunião de devolutiva a comunidade acerca do desvio de rota dos caminhões que prestam serviço para a Vale, afim de mitigar o impacto (poeira).;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;
15/07/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Solicitação de umectação;Realizados diálogos com as empresas próximas sobre os impactos;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Não se aplica;
18/07/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual virtual ou por telefone ;Solicitação de umectação;Articulado com a equipe de umectação para atuar na obra;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;
19/07/2024;Esmeraldas;São José;Atendimento individual virtual ou por telefone ;Reclama da poeira devido a circulação dos caminhões pipa da vale na comunidade. ;Reclamação encaminhada para área responsável pelas rotas dos caminhões pipas. ;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;
03/09/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Morador realiza contato para reclamar da emissão de particulados de poeira advindo da área da obra da adutora da Copasa.;Interface com a equpe de obras para intensificar a umectação no local. ;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;
09/09/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Reclama de poeira advinda da obra da adutora da Copasa realizada nas proximidades de sua propriedade. ;Interface com equipe de obras para realizar a umectação da via.;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;
10/09/2024;Esmeraldas;Taquaras;Atendimento individual presencial ;Diálogo com liderança local para entrega do relatório de monitoramento do ar e esclarecimento sobre a necessidade de mudança de local do aparelho instalado na comunidade. ;Diálogo realizado. ;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Lideranças;Não se aplica;
15/09/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Morador vizinho a obra da adutora da Copasa realizou reclamação de excesso de poeira advindo da obra. E solicitou empenho da Vale para intensificar a umectação.;Realizado contato imediato com equipe de obras comunicando da reclamação. A equipe de obra enviou um caminhão pipa para realizar a umectação e assim mitigar o impacto.;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;
18/09/2024;Brumadinho;Parque Da Cachoeira;Atendimento individual presencial ;Dialogo com morador para devolutiva referente a situação apresentada anteriormente sobre particulados de poeira causados pela movimentação d terceiras da Vale nas proximidades de sua moradia.;Interface com equipe gestora do contrato para apresentação de plano de ação para mitigação do impacto.;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;
25/09/2024;Brumadinho;Sede;Atendimento individual presencial ;Monitoramento de poeira sedimentável ;Visitas para orientação e solicitação de autorização para realização de monitoramento de poeira em decorrência das obras emergenciais,, respondendo a solicitação do Instituto Estadual do Patrimônio Histórico e Artístico de Minas Gerais – IEPHA/MG para monitoramento de poeira sedimentável sobre bens culturais edificados acautelados.;Demanda de Órgão Público;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;
08/10/2024;Betim;Assentamento 02 De Julho;Reunião comunidade virtual ;Coletar assinatura do Termo de Captação de água para umectação de via;Sr. N.N.L autorizou a Vale a captar água bruta de sua propriedade, com o objetivo de umectar a via durante as manutenções no Assentamento 02 de Julho.;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;
27/01/2025;Brumadinho;Córrego Do Feijão;Atendimento individual virtual ou por telefone ;Agendar visita para tratar de monitoramento de poeira em edificações apontadas pelo IPHAN.;Conversa com um dos proprietários da Fazenda Samambaia, para agendar visita junto com equipe do Licenciamento com objetivo de explicar novamente sobre o trabalho de monitoramento de poeira em edificações de interesse patrimonial apontadas pelo IPHAN.;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;27/01/2025
21/02/2025;Esmeraldas;Taquaras;Atendimento individual virtual ou por telefone ; Solicita reforço na umectação, devido o trânsito dos caminhões que estão levando material para manutenção das obras. ;A umectação é realizada diariamente  mas foi solicitado um reforço durante a execução das obras .;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Atendida;21/02/2025
06/03/2025;Esmeraldas;Taquaras;Atendimento individual presencial ;Reclama que o material utilizado para manutenção da estrada tem causado muita poeira e que não parece ser o mesmo que foi utilizado em manutenção anteriores. ;Foi esclarecido que o material utilizado na manutenção da estrada é bica corrida, o mesmo material utilizado em manutenções anteriores. Além disso, é feita umectação tres vezes na semana e na época de manutenções a umectação é intensificada.;Solicitação Comunidade ;Qualidade do ar/poeira;Qualidade do ar/poeira;Comunidade em Geral;Respondida;06/03/2025
11/01/2024;Brumadinho;Monte Cristo;Atendimento individual virtual ou por telefone ;A moradora L. solicitou uma vaga para a sua filha na Estação do Conhecimento em Brumadinho.;As RCs entraram em contato com o coordenador da Estação do Conhecimento e conseguimos a vaga.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
23/01/2024;Brumadinho;Córrego Do Feijão;Atendimento individual virtual ou por telefone ;Reforma de lixeiras e recolhimento de lixo.;A RC direcionou a Associação Comunitária dos Moradores de Córrego do Feijão a buscar apoio junto a Prefeitura Municipal de Brumadinho para tratativa.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Respondida;Respondida
23/01/2024;Brumadinho;Córrego Do Feijão;Atendimento individual virtual ou por telefone ;Solicitação de apoio para descarregar materiais.;Articulação junto a equipe de Infraestrutura, que disponibilizou caminhão para descarregar os materiais.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;Atendida
24/01/2024;Brumadinho;Salgado Filho;Atendimento individual virtual ou por telefone ;Interface de retorno à stakeholder referente à solicitação registrada em protocolo do Alô-Brumadinho refere a atendimento funerário para familiar falecida;Prestação de orientações acerca do fluxo de solicitações e respostas pelo canal Alô-Brumadinho.;Solicitação Comunidade ;Relacionamento / Social;Assistência funerária;Comunidade em Geral;Respondida;Respondida
24/01/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual presencial ;solictação de numéro de telefone do relacionamento da vale;Número informado;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
29/01/2024;Brumadinho;Cohab;Atendimento individual virtual ou por telefone ;Encaminhamento de ofício de solicitação de apoio para realização de evento beneficente promovido pela Associação Comunitária da Cohab;Encaminhamento de ofício de solicitação de apoio para realização de evento beneficente promovido pela Associação Comunitária da Cohab;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Respondida;Respondida
30/01/2024;Brumadinho;Aranha E Melo Franco;Reunião liderança presencial ;No intuito de estabelecer um trabalho em rede e potencializar ações integradas entre os territórios de Aranha, Melo Franco e Tejuco realizamos uma reunião para apresentação da capacitação de empreendedorismo cultural.  O projeto é patrocinado pelo Instituto Cultural Vale, via Lei Federal de incentivo à cultura. Esperamos que dessa forma as oficinas impulsionem a cadeia produtiva da economia, propiciando a criação de novas oportunidades de emprego e geração de renda.;"No intuito de estabelecer um trabalho em rede e potencializar ações integradas entre os territórios de Aranha, Melo Franco e Tejuco realizamos uma reunião para apresentação da capacitação de empreendedorismo cultural.  O projeto é patrocinado pelo Instituto Cultural Vale, via Lei Federal de incentivo à cultura. Esperamos que dessa forma as oficinas impulsionem a cadeia produtiva da economia, propiciando a criação de novas oportunidades de emprego e geração de renda.
";Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
31/01/2024;Brumadinho;Santo Antônio;Atendimento individual virtual ou por telefone ;Retorno sobre questionamentos de morador acerca do processo seletivo do Programa Jovem Aprendiz da Vale em Brumadinho;Retorno sobre questionamentos de morador acerca do processo seletivo do Programa Jovem Aprendiz da Vale em Brumadinho, sendo informado que a listagem de seleção não está sob gestão da equipe de Relacionamento com Comunidades;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Respondida;Respondida
02/02/2024;Brumadinho;Centro;Atendimento individual virtual ou por telefone ;Interface com profissional representante do Lar de Idosos para realizar programação de continuidade de visitas da trupe de palhaços CalmaRia com residentes de longa permanência na instituição.;Combinada a continuidade de realização das atividades em período quinzenal, sendo mantidos abertos os canais direitos de comunicação e demais interfaces;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Respondida;Respondida
06/02/2024;Brumadinho;Tejuco;Atendimento individual presencial ;Solicitação da Associação para promoção de ações sociais para crianças  ;Retomada das ações Porta a porta, com ações na praça e comércio na comunidade do Tejuco ;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
06/02/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;"Solicitação da moradora ""LT"", da Associação para atendimento da Estação do Conhecimento, inclusão de duas crianças.";"Solicitação da moradora ""LT"", da Associação para atendimento da Estação do Conhecimento, inclusão de duas crianças.";Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
06/02/2024;Brumadinho;Tejuco;Atendimento individual virtual ou por telefone ;"Solicitação da moradora ""MA"", da Associação para atendimento da Estação do Conhecimento, inclusão de duas crianças.";"Solicitação da moradora ""MA"", da Associação para atendimento da Estação do Conhecimento, inclusão de duas crianças.";Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
20/02/2024;Betim;Monte Calvário;Reunião comunidade presencial ;Solicitação de reunião com liderança local;"Reunião solicitada pela liderança local para dialogar a respeito da semana de empoderamento feminino na comunidade. Esse ano o assunto será, ""a violência contra mulher nas diversas esfereas sociais"".";Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Em atendimento;Em atendimento
22/02/2024;Betim;Assentamento 02 De Julho;Atendimento individual virtual ou por telefone ;Convite para Projeto de Troca de Saberes entre comunidades;Convite realizado à liderança M. H, para que possa realizar a troca de saberes entre a comunidade Mario Campos,  com o tema Agrofloresta.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Em atendimento;Em atendimento
26/02/2024;Brumadinho;Aranha/Melo Franco;Atendimento individual presencial ;Solicitação da Associação de moradores para ações de empreendimento Cultural para a Comunidade;Curso de Empreendedorismo Cultural, embora seja em Aranha, contamos com a participação de pessoas de vários territórios. #engajamentocomasociedade #reparacao;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
28/02/2024;Brumadinho;Tejuco;Atendimento individual presencial ;Solicitação das cooperadas do Tejuco ações de desenvolvimento/empreendimento;Palestra sobre Carreira e Empreendedorismo para mulheres das Cooperativas  com na palestrante Claudia Ildefonso, Orientadora Profissional de Carreira. Participação de moradores das comunidades Tejuco, Aranha, Melo Franco, São José Paraopeba e Conceição do Itaguá.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;Atendida
08/03/2024;Esmeraldas;Taquaras;Atendimento individual presencial ;Solicita esclarecimentos sobre atualização cadastral que tem sido realizado na comunidade pela empresa NMC.;Foi esclarecido que as visitas de  atualização cadastral são para certificação se os atendimentos estão sendo realizados da forma adequada e para manter a base de dados atualizados. Vale mencionar que reportarmos as instituições de justiça os atendimentos que realizamos nas comunidades. Os técnicos fazem contato com o proprietário de forma individual para obter a autorização de acesso à propriedade e caso ele tenham alguma dúvida podem solicitar mais esclarecimentos via RC ou pelo 0800.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Respondida;12/04/2024
12/03/2024;Brumadinho;Progresso;Atendimento individual virtual ou por telefone ;Interfaces com a representante da instituição Apae-Brumadinho para retornos em relação ao direcionamento e encaminhamentos do fluxo de captação de recursos via legislação de incentivos.;Interfaces com a representante da instituição Apae-Brumadinho para retornos em relação ao direcionamento e encaminhamentos do fluxo de captação de recursos via legislação de incentivos. Programada visita à instituição para o dia 19/03/24 para apresentação do fluxo Vale;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Em atendimento;16/04/2024
12/03/2024;Brumadinho;Centro;Atendimento individual virtual ou por telefone ;Contato realizado por representante do projeto Deixa Que Eu Chuto, informando a programação de reunião com representante da Estação Conhecimento para discussão de possibilidade de utilização do espaço para atividades esportivas.;Contato realizado por representante do projeto Deixa Que Eu Chuto, informando a programação de reunião com representante da Estação Conhecimento para discussão de possibilidade de utilização do espaço para atividades esportivas. Programo encontro para o dia 22/03, às 11h.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;
14/03/2024;Betim;Cruzeiro;Reunião comunidade presencial ;Reunião com instituição local;Reunião com a Institução local, Guarda Mirim para esclarecimentos a respeito do trabalho desenvolvido da Vale no território, dos projetos incentivados e principalmente as interlocuções entre empresa e comunidade.;Solicitação Comunidade ;Relacionamento / Social;Outros;Lideranças;Atendida;25/04/2024
19/03/2024;Brumadinho;Progresso;Reunião liderança presencial ;Realização de reunião com representantes da Apae Brumadinho para apresentação de fluxo de captação de recursos incentivados ;Realização de reunião com representantes da Apae Brumadinho para apresentação de fluxo de captação de recursos incentivados, conforme solicitação da entidade.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;
23/03/2024;Betim;Citrolândia;Reunião comunidade presencial ;Acompanhamento da ação Empoderamento Feminino;"Acompanhamento da ação desenvolvida no território, o empoderamento feminino. Essa ação teve como objetivo fomentar diálogos a respeito dos vários tipos de violência contra mulher, suas diversas variações que muitas vezes se iniciam como ""uma simples brincadeira"", e na realidade se escondem com a mais pura crueldade e violação de direitos. Foi bastante positiva e que pode contar com o apoio, comissão de atingidos, guarda municipal, policia militar, CRAS e saúde (UBS). ";Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;07/05/2024
25/03/2024;São Gonçalo Do Abaeté;Sede;Reunião liderança virtual;Reunião com representante da escola de robótica Horiztech para apresentação de projeto social, por parte de morador da sede do município. ;Na ocasião foram realizados esclarecimentos sobre patrocínios via leis de incentivo ao esporte através da Fundação Vale.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Respondida;09/05/2024
26/03/2024;Igarapé;Sede;Atendimento individual presencial ;Visita realizada  ao projeto Ação Social – Amor em prática, que está com a sede em construção. O projeto social acolhe crianças, adolescentes e mulheres com câncer e tem como objetivo oferecer estadia, alimentação, higiene pessoal e transporte àquelas pessoas que vem do interior e não têm aonde ficar. O idealizador do projeto nos solicitou apoio na aquisição de material de construção, tendo sido orientado a se cadastrar no Pronon, pelo site do Ministério da Saúde, e a apresentar seu projeto para a captação de recebimento de aporte. ;Agendamento de visita com o presidente do projeto a partir de uma solicitação de informações recebida pela RC do território. ;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;13/05/2024
26/03/2024;Mário Campos;Reta 01;Atendimento individual presencial ;Visita ao Projeto Esportivo Garoto Legal para levarmos esclarecimentos referentes aos recursos que podem ser recebidos pela Vale. Abordamos sobre a Lei de Incentivo ao Esporte, a plataforma da Fundação Vale e sobre a porta de entrada por meio dos editais publicados pelo Conselho da Criança e do Adolescente, em que o Fundo recebeu recurso da Companhia.;Agendamento de visita com o presidente do projeto a partir de uma solicitação de informações recebida pela RC do território. ;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;14/05/2024
02/04/2024;Mário Campos;Bom Jardim;Reunião comunidade presencial ;Reunião com representantes do Sindicato dos Produtores Rurais de Mário Campos e Sarzedo e com a presidente da Associação dos artesãos e produtores caseiros (Aartemc) para esclarecermos sobre as formas de captação de recursos da VALE para a retomada da tradicional Festa da Alface. ;"Preparação de material para apresentação.
Agendamento da reunião para os repasses de informações sobre captação de recursos. ";Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;02/04/2024
04/04/2024;Brumadinho;Piedade Do Paraopeba;Atendimento individual presencial ;Visita dos RCs para conhecimento de projeto social desenvolvido por associação de Piedade do Paraopeba;Visita dos RCs para conhecimento de projeto social desenvolvido por associação de Piedade do Paraopeba e verificação da viabilidade de apoio ao projeto através de recursos incentivados da Vale;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;04/04/2024
10/04/2024;Brumadinho;Melo Franco;Atendimento individual virtual ou por telefone ;Solicitação  de lanches e água para o evento esportivo Ação Mec Jovem” que aconteceu no dia 20/04 em Melo Franco, com intuito de interação entre os projetos das comunidades de Aranha e Feijão;Doação de lanches no evento esportivo Ação Mec Jovem” que aconteceu no dia 20/04 em Melo Franco, com intuito de interação entre os projetos das comunidades de Aranha e Feijão;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;20/04/2024
17/04/2024;Brumadinho;Parque Da Cachoeira, Parque Do Lago E Alberto Flores;Atendimento individual virtual ou por telefone ;Solicitação de informações sobre propriedades Vale ;Encaminhado para a área responsável;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Respondida;
22/04/2024;Brumadinho;Toca De Cima E Maricota;Atendimento individual presencial ;Líderes Comunitários solicitam conhecerem o Fluxo de Patrocínios e Doações Vale;Apresentação do Fluxo de Patrocínios e Doações Vale na reunião com líderes comunitários de Toca de Cima e Maricota.;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;22/04/2024
29/04/2024;Brumadinho;Conceição De Itaguá;Atendimento individual virtual ou por telefone ;Solicita contato empresa G4S;Advogada da Sra. A.S, realiza contato para saber refetrente a tratativas de ressarcimento pelo acionamento da franquia do seguro de sua cliente, que foram acordadadas entre ela e a prestadora G4S. Foi realizada interface e informado contato da advogada para devolutivas acerca da demanda. ;Solicitação Comunidade ;Relacionamento / Social;Outros;Comunidade em Geral;Atendida;29/04/2024
